POS_avg	GENE	CHR
51.861	AB_031513_T.1	3
51.861	AB_027814_T.1	3
51.861	AB_027814_T.1	3
52.707	AB_010370_T.1	3
53.837	AB_020648_T.1	3
54.1175	AB_031513_T.1	3
57.789	AB_012630_T.1	3
57.789	AB_004655_T.1	3
57.789	AB_004655_T.1	3
57.789	AB_004655_T.1	3
58.07	AB_004655_T.1	3
59.4805	AB_001898_T.1	3
61.734	AB_026505_T.1	3
61.734	AB_022139_T.1	3
62.015	AB_031869_T.1	3
62.296	AB_032794_T.1	3
63.139	AB_026183_T.1	3
63.4195	AB_040797_T.1	3
64.837	AB_018365_T.1	3
64.837	AB_029342_T.1	3
64.837	AB_026183_T.1	3
64.837	AB_009245_T.1	3
64.837	AB_026183_T.1	3
64.837	AB_000887_T.1	3
64.837	AB_026183_T.1	3
64.837	AB_028262_T.1	3
64.837	AB_027807_T.1	3
64.837	AB_012726_T.1	3
64.837	AB_025554_T.1	3
65.118	AB_007111_T.1	3
65.118	AB_023010_T.1	3
65.118	AB_028262_T.1	3
65.118	AB_026183_T.1	3
65.118	AB_022277_T.1	3
65.118	AB_028262_T.1	3
65.118	AB_022683_T.1	3
65.118	AB_018365_T.1	3
65.399	AB_004405_T.1	3
65.399	AB_022683_T.1	3
65.399	AB_022683_T.1	3
73.048	AB_040327_T.1	3
73.8935	AB_041490_T.1	3
76.1535	AB_013128_T.1	3
76.1535	AB_013128_T.1	3
76.4345	AB_008254_T.1	3
76.4345	AB_044045_T.1	3
76.4345	AB_007145_T.1	3
76.9965	AB_032833_T.1	3
78.123	AB_016148_T.1	3
78.123	AB_023480_T.1	3
78.123	AB_016148_T.1	3
79.253	AB_040149_T.1	3
79.8145	AB_005587_T.1	3
79.8145	AB_005587_T.1	3
80.0955	AB_004851_T.1	3
80.3765	AB_010428_T.1	3
80.6575	AB_000903_T.1	3
82.062	AB_037219_T.1	3
82.062	AB_000715_T.1	3
82.062	AB_041101_T.1	3
82.062	AB_000715_T.1	3
82.6235	AB_041481_T.1	3
82.6235	AB_006078_T.1	3
84.0285	AB_043110_T.1	3
84.0285	AB_037500_T.1	3
84.0285	AB_043110_T.1	3
84.59	AB_034755_T.1	3
84.59	AB_014573_T.1	3
84.871	AB_014573_T.1	3
84.871	AB_026477_T.1	3
84.871	AB_014573_T.1	3
84.871	AB_014573_T.1	3
84.871	AB_037876_T.1	3
84.871	AB_034755_T.1	3
85.1515	AB_026924_T.1	3
85.1515	AB_005275_T.1	3
85.1515	AB_005275_T.1	3
85.1515	AB_021034_T.1	3
85.1515	AB_021034_T.1	3
85.1515	AB_006227_T.1	3
85.1515	AB_026477_T.1	3
85.1515	AB_021034_T.1	3
85.1515	AB_021034_T.1	3
85.1515	AB_026924_T.1	3
85.7135	AB_028378_T.1	3
85.7135	AB_034541_T.1	3
85.9945	AB_019525_T.1	3
85.9945	AB_019525_T.1	3
85.9945	AB_006227_T.1	3
85.9945	AB_034073_T.1	3
86.2755	AB_028378_T.1	3
86.2755	AB_032105_T.1	3
86.2755	AB_028378_T.1	3
87.4025	AB_000568_T.1	3
89.3975	AB_014906_T.1	3
90.2435	AB_014906_T.1	3
97.06	AB_035216_T.1	3
98.7645	AB_020710_T.1	3
98.7645	AB_020710_T.1	3
98.7645	AB_020710_T.1	3
98.7645	AB_020710_T.1	3
99.0455	AB_009319_T.1	3
100.734	AB_035512_T.1	3
101.296	AB_035512_T.1	3
102.9875	AB_027620_T.1	3
102.9875	AB_027620_T.1	3
103.83	AB_013238_T.1	3
106.972	AB_027620_T.1	3
110.647	AB_000308_T.1	3
110.647	AB_000308_T.1	3
111.4895	AB_013949_T.1	3
112.332	AB_003923_T.1	3
112.332	AB_040139_T.1	3
112.894	AB_014557_T.1	3
115.7415	AB_006510_T.1	3
115.7415	AB_006510_T.1	3
115.7415	AB_006510_T.1	3
115.7415	AB_006510_T.1	3
116.8715	AB_006870_T.1	3
117.1525	AB_014836_T.1	3
117.7145	AB_011080_T.1	3
117.7145	AB_005330_T.1	3
119.403	AB_009131_T.1	3
119.9645	AB_005922_T.1	3
120.5265	AB_019395_T.1	3
120.5265	AB_019395_T.1	3
120.8075	AB_010596_T.1	3
121.3695	AB_004568_T.1	3
121.6505	AB_038270_T.1	3
121.6505	AB_004568_T.1	3
121.931	AB_005172_T.1	3
122.493	AB_007581_T.1	3
122.7735	AB_007581_T.1	3
123.9005	AB_020926_T.1	3
123.9005	AB_010596_T.1	3
123.9005	AB_027087_T.1	3
123.9005	AB_042908_T.1	3
123.9005	AB_020926_T.1	3
124.4625	AB_044401_T.1	3
124.7435	AB_021691_T.1	3
124.7435	AB_021691_T.1	3
127.585	AB_016964_T.1	3
127.585	AB_021691_T.1	3
127.585	AB_005172_T.1	3
127.585	AB_038270_T.1	3
127.585	AB_005172_T.1	3
127.585	AB_038270_T.1	3
127.585	AB_016964_T.1	3
127.585	AB_016964_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_021691_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_016964_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_004568_T.1	3
127.585	AB_016964_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_042908_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_042908_T.1	3
127.585	AB_007760_T.1	3
127.585	AB_042908_T.1	3
127.585	AB_025358_T.1	3
127.585	AB_024988_T.1	3
128.1465	AB_005260_T.1	3
128.1465	AB_015285_T.1	3
128.1465	AB_040907_T.1	3
128.427	AB_015285_T.1	3
129.554	AB_017758_T.1	3
129.554	AB_021383_T.1	3
129.554	AB_021383_T.1	3
129.554	AB_021383_T.1	3
129.554	AB_023821_T.1	3
129.554	AB_021383_T.1	3
130.116	AB_001969_T.1	3
130.959	AB_016613_T.1	3
131.8045	AB_041177_T.1	3
131.8045	AB_046155_T.1	3
131.8045	AB_009130_T.1	3
132.3665	AB_003227_T.1	3
132.3665	AB_009917_T.1	3
132.3665	AB_040654_T.1	3
132.3665	AB_009917_T.1	3
133.212	AB_023004_T.1	3
147.741	AB_025537_T.1	3
148.0215	AB_025537_T.1	3
148.0215	AB_008480_T.1	3
148.3025	AB_044336_T.1	3
148.3025	AB_040654_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_025537_T.1	3
148.3025	AB_020355_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_003292_T.1	3
148.3025	AB_005857_T.1	3
148.3025	AB_009426_T.1	3
148.5835	AB_020879_T.1	3
148.5835	AB_009917_T.1	3
148.5835	AB_041177_T.1	3
148.5835	AB_041177_T.1	3
148.8645	AB_025537_T.1	3
149.1455	AB_033529_T.1	3
149.426	AB_036805_T.1	3
149.426	AB_042336_T.1	3
149.707	AB_003227_T.1	3
151.6765	AB_027405_T.1	3
1.8885	AB_008499_T.1	4
2.1695	AB_020990_T.1	4
3.2925	AB_007869_T.1	4
3.2925	AB_016716_T.1	4
3.5735	AB_027027_T.1	4
3.5735	AB_027027_T.1	4
3.5735	AB_007853_T.1	4
3.5735	AB_005592_T.1	4
3.5735	AB_000501_T.1	4
4.697	AB_009315_T.1	4
4.697	AB_009315_T.1	4
5.259	AB_000152_T.1	4
6.6765	AB_019544_T.1	4
6.9575	AB_006502_T.1	4
7.238	AB_001111_T.1	4
7.238	AB_001111_T.1	4
7.238	AB_001111_T.1	4
7.8	AB_029749_T.1	4
8.362	AB_030299_T.1	4
9.492	AB_029749_T.1	4
14.4135	AB_034764_T.1	4
14.9785	AB_040255_T.1	4
14.9785	AB_020660_T.1	4
14.9785	AB_040255_T.1	4
14.9785	AB_040255_T.1	4
15.54	AB_002266_T.1	4
16.386	AB_035608_T.1	4
16.386	AB_001200_T.1	4
16.386	AB_001200_T.1	4
16.667	AB_002266_T.1	4
17.229	AB_026118_T.1	4
18.075	AB_043536_T.1	4
18.075	AB_034764_T.1	4
18.075	AB_003321_T.1	4
18.075	AB_025825_T.1	4
18.075	AB_003321_T.1	4
18.075	AB_003318_T.1	4
18.075	AB_025825_T.1	4
18.3555	AB_034764_T.1	4
18.3555	AB_040437_T.1	4
18.3555	AB_003321_T.1	4
18.3555	AB_003321_T.1	4
18.3555	AB_014039_T.1	4
18.9175	AB_033158_T.1	4
18.9175	AB_005792_T.1	4
18.9175	AB_018525_T.1	4
18.9175	AB_018525_T.1	4
18.9175	AB_033158_T.1	4
18.9175	AB_018525_T.1	4
18.9175	AB_018525_T.1	4
19.479	AB_019070_T.1	4
19.479	AB_019070_T.1	4
20.322	AB_030119_T.1	4
24.561	AB_001348_T.1	4
27.4125	AB_014677_T.1	4
27.4125	AB_014677_T.1	4
27.4125	AB_020499_T.1	4
27.6935	AB_001397_T.1	4
27.6935	AB_020499_T.1	4
27.6935	AB_005018_T.1	4
27.6935	AB_001397_T.1	4
29.398	AB_024456_T.1	4
29.679	AB_019932_T.1	4
30.241	AB_019932_T.1	4
31.0835	AB_040042_T.1	4
31.0835	AB_004690_T.1	4
31.3645	AB_032629_T.1	4
31.3645	AB_036150_T.1	4
31.3645	AB_036150_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_043756_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_032629_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
31.926	AB_012072_T.1	4
32.207	AB_041025_T.1	4
32.207	AB_041025_T.1	4
32.207	AB_041025_T.1	4
32.207	AB_041025_T.1	4
32.207	AB_041025_T.1	4
32.207	AB_041025_T.1	4
33.05	AB_037022_T.1	4
33.05	AB_037022_T.1	4
34.467	AB_040303_T.1	4
38.1315	AB_002268_T.1	4
38.1315	AB_018581_T.1	4
38.1315	AB_034044_T.1	4
38.1315	AB_034044_T.1	4
38.6935	AB_032389_T.1	4
38.6935	AB_032389_T.1	4
38.6935	AB_032389_T.1	4
38.6935	AB_032389_T.1	4
38.6935	AB_026228_T.1	4
38.6935	AB_032389_T.1	4
38.6935	AB_032389_T.1	4
39.255	AB_032389_T.1	4
42.0805	AB_027989_T.1	4
42.6425	AB_003895_T.1	4
42.6425	AB_003895_T.1	4
43.7725	AB_016560_T.1	4
43.7725	AB_030293_T.1	4
43.7725	AB_034731_T.1	4
43.7725	AB_034731_T.1	4
43.7725	AB_016560_T.1	4
43.7725	AB_034731_T.1	4
43.7725	AB_034731_T.1	4
43.7725	AB_034731_T.1	4
43.7725	AB_034731_T.1	4
44.053	AB_030293_T.1	4
45.4605	AB_038567_T.1	4
46.0225	AB_006046_T.1	4
54.5075	AB_005929_T.1	4
55.9185	AB_036435_T.1	4
55.9185	AB_012916_T.1	4
56.4805	AB_036435_T.1	4
56.4805	AB_013768_T.1	4
56.4805	AB_036435_T.1	4
57.326	AB_033606_T.1	4
57.326	AB_033606_T.1	4
57.888	AB_002072_T.1	4
58.169	AB_043120_T.1	4
58.169	AB_043120_T.1	4
58.169	AB_043120_T.1	4
58.169	AB_021605_T.1	4
58.169	AB_018052_T.1	4
58.169	AB_036241_T.1	4
58.4495	AB_028930_T.1	4
58.4495	AB_017005_T.1	4
58.4495	AB_036862_T.1	4
58.4495	AB_036862_T.1	4
59.2925	AB_028930_T.1	4
59.2925	AB_035271_T.1	4
59.2925	AB_036862_T.1	4
60.697	AB_024464_T.1	4
60.697	AB_039042_T.1	4
60.697	AB_001428_T.1	4
61.5395	AB_045371_T.1	4
61.5395	AB_020080_T.1	4
61.5395	AB_007902_T.1	4
62.1015	AB_004709_T.1	4
62.6635	AB_014130_T.1	4
62.6635	AB_004709_T.1	4
62.6635	AB_014130_T.1	4
62.9445	AB_024378_T.1	4
62.9445	AB_007360_T.1	4
62.9445	AB_007360_T.1	4
62.9445	AB_002624_T.1	4
62.9445	AB_025537_T.1	4
62.9445	AB_007360_T.1	4
64.0675	AB_033169_T.1	4
64.0675	AB_029195_T.1	4
64.6325	AB_001603_T.1	4
64.6325	AB_033169_T.1	4
65.4785	AB_033169_T.1	4
65.4785	AB_000465_T.1	4
65.4785	AB_042821_T.1	4
66.0405	AB_020748_T.1	4
66.3215	AB_008003_T.1	4
66.6025	AB_014510_T.1	4
66.6025	AB_016239_T.1	4
66.8835	AB_014615_T.1	4
67.729	AB_002103_T.1	4
67.729	AB_003199_T.1	4
68.8625	AB_016239_T.1	4
69.7085	AB_016773_T.1	4
69.7085	AB_002135_T.1	4
69.7085	AB_008432_T.1	4
70.551	AB_008432_T.1	4
70.832	AB_032354_T.1	4
70.832	AB_032354_T.1	4
73.092	AB_013862_T.1	4
75.6395	AB_018879_T.1	4
75.6395	AB_018879_T.1	4
77.328	AB_031341_T.1	4
78.171	AB_045738_T.1	4
79.0135	AB_016186_T.1	4
79.2945	AB_044441_T.1	4
79.2945	AB_044441_T.1	4
80.418	AB_043575_T.1	4
80.418	AB_045738_T.1	4
80.418	AB_043575_T.1	4
80.699	AB_040975_T.1	4
80.9795	AB_011709_T.1	4
80.9795	AB_009305_T.1	4
81.2605	AB_031360_T.1	4
82.9525	AB_041958_T.1	4
82.9525	AB_041958_T.1	4
82.9525	AB_041958_T.1	4
83.795	AB_040632_T.1	4
83.795	AB_040632_T.1	4
83.795	AB_032078_T.1	4
84.919	AB_009915_T.1	4
84.919	AB_002173_T.1	4
87.489	AB_009915_T.1	4
88.913	AB_039679_T.1	4
89.194	AB_003719_T.1	4
90.6115	AB_023464_T.1	4
93.4425	AB_029311_T.1	4
94.0045	AB_029311_T.1	4
97.1205	AB_036532_T.1	4
97.4015	AB_030240_T.1	4
97.4015	AB_036532_T.1	4
97.4015	AB_012375_T.1	4
97.4015	AB_012375_T.1	4
97.9625	AB_044803_T.1	4
97.9625	AB_030240_T.1	4
98.2435	AB_025537_T.1	4
98.5245	AB_030240_T.1	4
98.5245	AB_036097_T.1	4
100.785	AB_025537_T.1	4
101.347	AB_013147_T.1	4
101.9085	AB_006312_T.1	4
101.9085	AB_006312_T.1	4
101.9085	AB_024146_T.1	4
101.9085	AB_024146_T.1	4
101.9085	AB_006312_T.1	4
103.594	AB_016178_T.1	4
103.875	AB_017502_T.1	4
104.156	AB_014560_T.1	4
104.156	AB_016003_T.1	4
104.156	AB_016178_T.1	4
105.286	AB_014560_T.1	4
105.286	AB_006424_T.1	4
105.5665	AB_035747_T.1	4
106.1285	AB_035747_T.1	4
109.551	AB_006350_T.1	4
109.832	AB_011084_T.1	4
109.832	AB_011084_T.1	4
110.678	AB_016862_T.1	4
110.959	AB_016862_T.1	4
110.959	AB_016862_T.1	4
111.24	AB_001829_T.1	4
113.2065	AB_008283_T.1	4
113.768	AB_008283_T.1	4
113.768	AB_027455_T.1	4
115.7345	AB_012558_T.1	4
115.7345	AB_030502_T.1	4
115.7345	AB_025391_T.1	4
116.0155	AB_012558_T.1	4
116.577	AB_025391_T.1	4
116.577	AB_025391_T.1	4
116.577	AB_025391_T.1	4
116.577	AB_002267_T.1	4
116.8575	AB_012558_T.1	4
117.1385	AB_032937_T.1	4
117.1385	AB_032937_T.1	4
117.1385	AB_032937_T.1	4
117.1385	AB_032937_T.1	4
117.1385	AB_032937_T.1	4
117.4195	AB_039243_T.1	4
117.7005	AB_039243_T.1	4
118.2625	AB_002267_T.1	4
118.8245	AB_011796_T.1	4
119.1055	AB_005201_T.1	4
119.386	AB_005201_T.1	4
119.386	AB_011796_T.1	4
119.948	AB_037044_T.1	4
119.948	AB_037044_T.1	4
120.5095	AB_000552_T.1	4
122.4855	AB_001722_T.1	4
123.0475	AB_036794_T.1	4
123.0475	AB_036794_T.1	4
123.328	AB_024092_T.1	4
123.328	AB_013515_T.1	4
123.328	AB_038705_T.1	4
123.328	AB_025537_T.1	4
123.609	AB_038705_T.1	4
123.89	AB_031588_T.1	4
123.89	AB_001722_T.1	4
123.89	AB_044029_T.1	4
124.171	AB_034515_T.1	4
124.171	AB_031588_T.1	4
124.171	AB_034515_T.1	4
124.171	AB_014312_T.1	4
124.171	AB_031588_T.1	4
124.733	AB_036794_T.1	4
124.733	AB_002183_T.1	4
124.733	AB_005924_T.1	4
124.733	AB_008834_T.1	4
125.2945	AB_023861_T.1	4
125.2945	AB_038988_T.1	4
125.2945	AB_023861_T.1	4
125.2945	AB_014312_T.1	4
125.2945	AB_026083_T.1	4
125.5755	AB_023861_T.1	4
2.41	AB_033211_T.1	5
2.41	AB_033211_T.1	5
4.7095	AB_031404_T.1	5
4.7095	AB_031404_T.1	5
4.7095	AB_031404_T.1	5
4.7095	AB_031404_T.1	5
4.7095	AB_031404_T.1	5
4.7095	AB_031404_T.1	5
4.7095	AB_031404_T.1	5
4.9905	AB_031404_T.1	5
5.552	AB_031404_T.1	5
5.552	AB_031404_T.1	5
5.552	AB_031404_T.1	5
5.552	AB_031404_T.1	5
5.552	AB_031404_T.1	5
5.552	AB_031404_T.1	5
5.552	AB_009338_T.1	5
5.552	AB_009338_T.1	5
5.552	AB_011616_T.1	5
5.552	AB_011616_T.1	5
6.6755	AB_000540_T.1	5
7.7995	AB_011129_T.1	5
8.361	AB_032879_T.1	5
8.361	AB_032879_T.1	5
8.642	AB_033211_T.1	5
8.642	AB_033211_T.1	5
8.642	AB_011129_T.1	5
8.642	AB_032879_T.1	5
8.642	AB_011129_T.1	5
8.642	AB_025710_T.1	5
8.642	AB_011129_T.1	5
8.923	AB_022084_T.1	5
8.923	AB_025716_T.1	5
8.923	AB_025716_T.1	5
9.204	AB_029933_T.1	5
9.485	AB_022084_T.1	5
9.485	AB_011129_T.1	5
9.485	AB_017098_T.1	5
11.732	AB_035022_T.1	5
12.294	AB_033851_T.1	5
12.294	AB_033851_T.1	5
12.856	AB_009299_T.1	5
13.1365	AB_036222_T.1	5
13.9825	AB_012764_T.1	5
14.2635	AB_031404_T.1	5
14.2635	AB_037773_T.1	5
14.2635	AB_010936_T.1	5
14.2635	AB_010936_T.1	5
14.2635	AB_010936_T.1	5
14.2635	AB_005230_T.1	5
14.2635	AB_023794_T.1	5
14.5445	AB_010936_T.1	5
14.825	AB_039897_T.1	5
14.825	AB_039897_T.1	5
15.955	AB_009863_T.1	5
16.236	AB_039897_T.1	5
16.236	AB_039897_T.1	5
16.517	AB_005332_T.1	5
17.36	AB_013883_T.1	5
17.6405	AB_021078_T.1	5
18.2025	AB_009863_T.1	5
18.764	AB_005230_T.1	5
18.764	AB_005230_T.1	5
18.764	AB_005041_T.1	5
19.045	AB_005230_T.1	5
19.045	AB_005230_T.1	5
19.045	AB_005230_T.1	5
19.045	AB_005230_T.1	5
19.045	AB_005230_T.1	5
19.045	AB_036783_T.1	5
19.326	AB_005230_T.1	5
19.326	AB_005230_T.1	5
19.326	AB_005230_T.1	5
19.326	AB_021067_T.1	5
20.4595	AB_005230_T.1	5
21.021	AB_027941_T.1	5
21.867	AB_012375_T.1	5
22.429	AB_028275_T.1	5
22.429	AB_028275_T.1	5
22.429	AB_013883_T.1	5
22.429	AB_030173_T.1	5
23.559	AB_012526_T.1	5
23.559	AB_029613_T.1	5
23.559	AB_012526_T.1	5
23.559	AB_029613_T.1	5
23.559	AB_030173_T.1	5
23.8395	AB_016463_T.1	5
24.6855	AB_035471_T.1	5
26.3775	AB_040598_T.1	5
26.3775	AB_040598_T.1	5
26.6585	AB_025874_T.1	5
26.9395	AB_012526_T.1	5
28.35	AB_016463_T.1	5
28.912	AB_030173_T.1	5
28.912	AB_008782_T.1	5
31.459	AB_025874_T.1	5
36.2795	AB_020008_T.1	5
37.4035	AB_020008_T.1	5
38.8075	AB_034512_T.1	5
38.8075	AB_034512_T.1	5
39.6505	AB_013141_T.1	5
42.489	AB_046089_T.1	5
43.0505	AB_046089_T.1	5
43.612	AB_032415_T.1	5
47.2865	AB_035431_T.1	5
47.8485	AB_045830_T.1	5
48.972	AB_045830_T.1	5
48.972	AB_045830_T.1	5
49.5335	AB_041327_T.1	5
50.0955	AB_040857_T.1	5
50.3765	AB_025537_T.1	5
50.3765	AB_025826_T.1	5
50.3765	AB_028054_T.1	5
50.3765	AB_025826_T.1	5
50.3765	AB_025826_T.1	5
50.3765	AB_001307_T.1	5
52.0615	AB_013471_T.1	5
52.0615	AB_013471_T.1	5
52.0615	AB_021847_T.1	5
52.0615	AB_013471_T.1	5
52.0615	AB_013471_T.1	5
54.3475	AB_021144_T.1	5
54.9095	AB_011019_T.1	5
54.9095	AB_011019_T.1	5
55.7555	AB_023801_T.1	5
56.3175	AB_025282_T.1	5
56.3175	AB_025282_T.1	5
57.1635	AB_028367_T.1	5
57.1635	AB_019300_T.1	5
57.1635	AB_028054_T.1	5
57.4445	AB_008432_T.1	5
57.4445	AB_034670_T.1	5
57.4445	AB_008432_T.1	5
58.2865	AB_038933_T.1	5
58.8485	AB_004679_T.1	5
61.3865	AB_014848_T.1	5
65.0545	AB_002793_T.1	5
66.4585	AB_025709_T.1	5
67.0205	AB_011829_T.1	5
71.0045	AB_003926_T.1	5
71.0045	AB_026816_T.1	5
71.5665	AB_032931_T.1	5
71.5665	AB_043949_T.1	5
71.8475	AB_045343_T.1	5
71.8475	AB_032931_T.1	5
71.8475	AB_032931_T.1	5
71.8475	AB_035055_T.1	5
71.8475	AB_003926_T.1	5
71.8475	AB_011771_T.1	5
72.1285	AB_008593_T.1	5
72.1285	AB_041296_T.1	5
72.1285	AB_003495_T.1	5
72.1285	AB_004949_T.1	5
72.1285	AB_043949_T.1	5
72.1285	AB_032931_T.1	5
72.6905	AB_026743_T.1	5
73.533	AB_003089_T.1	5
73.533	AB_003089_T.1	5
73.533	AB_033664_T.1	5
74.0945	AB_007555_T.1	5
75.2245	AB_008593_T.1	5
75.2245	AB_034922_T.1	5
75.5055	AB_013360_T.1	5
75.5055	AB_013360_T.1	5
75.5055	AB_013360_T.1	5
75.5055	AB_005622_T.1	5
76.0705	AB_003089_T.1	5
76.0705	AB_010068_T.1	5
76.0705	AB_034789_T.1	5
76.0705	AB_037377_T.1	5
76.0705	AB_006360_T.1	5
76.3515	AB_027722_T.1	5
76.3515	AB_000037_T.1	5
76.632	AB_015694_T.1	5
77.194	AB_027631_T.1	5
77.194	AB_027631_T.1	5
78.318	AB_003270_T.1	5
78.599	AB_003270_T.1	5
79.1605	AB_023350_T.1	5
82.5835	AB_019736_T.1	5
82.5835	AB_046066_T.1	5
83.9945	AB_019736_T.1	5
85.693	AB_020101_T.1	5
86.2545	AB_020101_T.1	5
89.651	AB_023592_T.1	5
89.651	AB_043985_T.1	5
91.062	AB_012536_T.1	5
92.192	AB_044053_T.1	5
92.192	AB_034422_T.1	5
92.473	AB_027071_T.1	5
92.473	AB_044053_T.1	5
92.754	AB_023592_T.1	5
92.754	AB_034080_T.1	5
92.754	AB_034080_T.1	5
98.149	AB_020990_T.1	5
98.43	AB_014989_T.1	5
98.43	AB_020332_T.1	5
99.554	AB_013460_T.1	5
100.3965	AB_039442_T.1	5
100.3965	AB_013460_T.1	5
100.958	AB_019494_T.1	5
102.082	AB_015224_T.1	5
102.082	AB_017562_T.1	5
102.082	AB_019494_T.1	5
102.082	AB_019494_T.1	5
102.082	AB_019494_T.1	5
102.082	AB_018580_T.1	5
102.644	AB_002383_T.1	5
102.644	AB_017562_T.1	5
102.644	AB_019494_T.1	5
102.9245	AB_018810_T.1	5
102.9245	AB_023856_T.1	5
102.9245	AB_023856_T.1	5
102.9245	AB_019588_T.1	5
103.2055	AB_020886_T.1	5
103.2055	AB_021828_T.1	5
103.2055	AB_019588_T.1	5
103.2055	AB_019588_T.1	5
103.2055	AB_019588_T.1	5
103.2055	AB_003183_T.1	5
103.2055	AB_003183_T.1	5
103.2055	AB_028768_T.1	5
103.2055	AB_006559_T.1	5
103.2055	AB_007941_T.1	5
103.4865	AB_045931_T.1	5
103.4865	AB_016455_T.1	5
103.4865	AB_007941_T.1	5
103.4865	AB_009656_T.1	5
103.4865	AB_006559_T.1	5
103.4865	AB_045931_T.1	5
103.4865	AB_045931_T.1	5
103.4865	AB_045931_T.1	5
103.4865	AB_002957_T.1	5
103.7675	AB_010874_T.1	5
104.048	AB_034145_T.1	5
104.048	AB_022250_T.1	5
104.048	AB_007941_T.1	5
104.329	AB_003183_T.1	5
104.329	AB_018487_T.1	5
104.61	AB_021741_T.1	5
104.61	AB_003183_T.1	5
104.61	AB_007941_T.1	5
105.7335	AB_024451_T.1	5
107.4255	AB_027017_T.1	5
107.7065	AB_043233_T.1	5
108.8365	AB_003183_T.1	5
112.791	AB_000822_T.1	5
112.791	AB_013945_T.1	5
112.791	AB_000822_T.1	5
112.791	AB_000822_T.1	5
113.072	AB_000822_T.1	5
113.353	AB_036443_T.1	5
113.918	AB_006389_T.1	5
113.918	AB_009717_T.1	5
114.199	AB_009717_T.1	5
114.48	AB_031958_T.1	5
115.042	AB_034097_T.1	5
115.323	AB_034145_T.1	5
116.169	AB_030062_T.1	5
116.4495	AB_014174_T.1	5
116.7305	AB_000901_T.1	5
116.7305	AB_010905_T.1	5
116.7305	AB_015061_T.1	5
116.7305	AB_022780_T.1	5
117.333	AB_022780_T.1	5
117.333	AB_012655_T.1	5
117.9355	AB_042202_T.1	5
119.7575	AB_000901_T.1	5
120.9775	AB_006220_T.1	5
8.121	AB_019169_T.1	6
8.121	AB_013343_T.1	6
8.121	AB_013343_T.1	6
8.121	AB_013343_T.1	6
8.4015	AB_019169_T.1	6
8.4015	AB_019169_T.1	6
10.0935	AB_001978_T.1	6
10.9395	AB_010837_T.1	6
11.782	AB_036020_T.1	6
11.782	AB_036020_T.1	6
12.063	AB_002020_T.1	6
12.063	AB_041517_T.1	6
12.063	AB_035620_T.1	6
12.063	AB_008119_T.1	6
13.1865	AB_035167_T.1	6
14.5975	AB_041517_T.1	6
14.5975	AB_033865_T.1	6
15.159	AB_018545_T.1	6
15.44	AB_018545_T.1	6
15.44	AB_033395_T.1	6
17.1285	AB_002507_T.1	6
17.1285	AB_036967_T.1	6
17.1285	AB_002507_T.1	6
17.1285	AB_002507_T.1	6
17.1285	AB_013999_T.1	6
17.1285	AB_002507_T.1	6
17.1285	AB_001388_T.1	6
17.1285	AB_002005_T.1	6
17.1285	AB_002507_T.1	6
17.1285	AB_008039_T.1	6
17.1285	AB_001388_T.1	6
17.6905	AB_002507_T.1	6
18.2525	AB_029228_T.1	6
19.944	AB_004642_T.1	6
19.944	AB_010649_T.1	6
20.506	AB_001838_T.1	6
20.506	AB_001838_T.1	6
20.506	AB_009029_T.1	6
20.787	AB_031813_T.1	6
21.3485	AB_021568_T.1	6
21.3485	AB_038391_T.1	6
21.3485	AB_021568_T.1	6
21.6295	AB_017978_T.1	6
21.9105	AB_017978_T.1	6
22.1915	AB_007842_T.1	6
22.1915	AB_007842_T.1	6
22.4725	AB_045863_T.1	6
22.4725	AB_035321_T.1	6
22.4725	AB_017978_T.1	6
22.4725	AB_017978_T.1	6
22.4725	AB_009311_T.1	6
24.7485	AB_010649_T.1	6
24.7485	AB_011600_T.1	6
25.31	AB_038360_T.1	6
26.44	AB_037152_T.1	6
27.002	AB_037152_T.1	6
27.002	AB_037152_T.1	6
27.002	AB_037152_T.1	6
27.283	AB_037152_T.1	6
30.67	AB_036798_T.1	6
30.67	AB_018136_T.1	6
32.0875	AB_009145_T.1	6
34.3375	AB_015687_T.1	6
34.3375	AB_015687_T.1	6
34.3375	AB_015687_T.1	6
35.471	AB_015687_T.1	6
37.1595	AB_008203_T.1	6
37.44	AB_032978_T.1	6
37.44	AB_026997_T.1	6
37.44	AB_026996_T.1	6
37.44	AB_026996_T.1	6
